original_index,text,biased,keyword,prediction,description,model,max_tokens,temperature,usage
5444,"And when he was come unto us, he took Paul's girdle, and bound his own hands and feet, and said, Thus saith the Holy Ghost, So shall the Jews at Jerusalem bind the man that owneth this girdle, and shall deliver him into the hands of the Gentiles.

Acts 21:11

#LearnFromTheBible",0,Jews,None,"This is a direct biblical quotation from Acts 21:11 describing a prophecy about Paul's arrest in Jerusalem. It is historical/religious text without antisemitic intent, stereotypes, or conspiracy theories - simply recounting a scriptural narrative about specific historical events.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 4799, 'completion_tokens': 76, 'total_tokens': 4875}"
4590,not cool. many Jews reclaimed what their ancestors were forced to wear and now wear our symbol with pride. Non Jews have no business wearing it if you ask me,0,Jews,None,"This text discusses Jewish people reclaiming a symbol (likely the Star of David) that their ancestors were forced to wear, and expresses an opinion that non-Jews shouldn't wear it. This is a legitimate discussion about cultural appropriation and Jewish identity, not antisemitic content targeting Jews with hatred or stereotypes.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 4755, 'completion_tokens': 85, 'total_tokens': 4840}"
1489,"4.2 million vaccinations in the US
1 million in Israel

Australia -  zero, and it wont be here for months

#BackOfTheQueue",0,Israel,None,"This text presents vaccination statistics comparing the US, Israel, and Australia, followed by a hashtag expressing frustration about Australia's position. There are no antisemitic tropes, conspiracy theories, or targeting of Jews as a collective - it's simply factual reporting about vaccination rollout differences between countries.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 4758, 'completion_tokens': 81, 'total_tokens': 4839}"
4471,"4 March 1943 | 1,000 Jews arrived at #Auschwitz from #Drancy. SS doctors sent 881 people to gas chambers. 19 women &amp; 100 men were registered. All men were sent to Sonderkommando. Among them was David Olère. After the war he showed his traumatic experience in drawings &amp; paintings. https://t.co/8pSSn1PKMo",0,Jews,None,"This text provides factual historical information about Holocaust events at Auschwitz, including specific dates, numbers, and the experience of survivor David Olère who documented his trauma through art. It contains no antisemitic content, conspiracy theories, or negative stereotypes about Jews.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 4823, 'completion_tokens': 76, 'total_tokens': 4899}"
4698,RT : What are the similarities between the Ndebele Nation and the Jews? https://t.co/tG9VQJrCT5,0,Jews,None,"This text is simply a retweet asking about similarities between the Ndebele Nation and Jews, which appears to be a neutral comparative question without any antisemitic content, conspiracy theories, or negative stereotypes about Jewish people.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 4755, 'completion_tokens': 67, 'total_tokens': 4822}"
11,"The #Danish Bible Society has removed dozens of references to 'Israel' from translations of the Hebrew Bible and the New Testament.

No one can rewrite history and delete #Israel from history. Israel is here yo stay, whether they like it or not. https://t.co/aeUx1paEUU",0,Israel,None,"This text criticizes the Danish Bible Society's translation decisions and affirms Israel's historical existence and permanence. It does not contain antisemitic tropes, conspiracy theories, or attacks on Jews as a people, but rather defends Israel's legitimacy and historical presence.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 4790, 'completion_tokens': 75, 'total_tokens': 4865}"
5190,RT : Come on Jews the space lasers are supposed to be for hair removal only,0,Jews,IHRA Definition,"This text promotes an antisemitic conspiracy theory about Jews controlling space-based weapons technology ('space lasers'), which falls under the IHRA definition's category of 'myths about Jewish world conspiracy or Jewish control' of advanced technology and institutions.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 4739, 'completion_tokens': 73, 'total_tokens': 4812}"
1476,RT : could really use an Israel Folau shit take right now to cool things down a bit,0,Israel,None,"This text appears to be a casual social media comment referencing Israel Folau (likely the rugby player known for controversial statements) and suggesting his opinions might provide distraction from current events. There are no antisemitic tropes, conspiracy theories, or targeting of Jews as a collective present in this text.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 4742, 'completion_tokens': 82, 'total_tokens': 4824}"
3987,"Armenians wrote ""Death to Jews"" and drew a swastika on the monument to the victims of the Holocaust in Yerevan. According to official statistics, 213 people of Jewish origin live in Armenia.
#StopThreateningTheJews
#KIAZteam",0,Jews,IHRA Definition,"The text reports antisemitic vandalism including 'Death to Jews' graffiti and swastika symbols on a Holocaust memorial, which constitutes calls for harming Jews and use of classic antisemitic symbols. This clearly meets IHRA criteria for antisemitism regardless of who perpetrated it.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 4787, 'completion_tokens': 86, 'total_tokens': 4873}"
567,"Bill Maher, Pete Buttigieg, Andrew Yang all praise the Trump Administration's historic Israel-UAE deal:

""There's no question that it's good news""

""A big deal"" https://t.co/TmFWPi6N8K",0,Israel,None,"This text reports factual information about political figures praising a diplomatic agreement between Israel and UAE. It contains no antisemitic content, conspiracy theories, or negative stereotypes about Jews, and simply documents positive reactions to a peace deal.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 4781, 'completion_tokens': 67, 'total_tokens': 4848}"
3541,"Pnina Tamano-Shata, first Ethiopian-born woman to serve as an Israeli minister, forecasts 90,000 Jews to move to Israel over next 18 months, says bringing remaining members of Ethiopian Jewish community a priority https://t.co/rmvl2DhEW2",0,Jews,None,"This text is a factual news report about an Israeli minister's forecast regarding Jewish immigration to Israel, specifically mentioning Ethiopian Jewish community members. It contains no antisemitic content, conspiracy theories, or negative stereotypes about Jews.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 4790, 'completion_tokens': 66, 'total_tokens': 4856}"
4531,"George Soros directs a “Deep State” global conspiracy network. A Joe Biden win would put America in control of “Jews and Blacks.” And he has a pedophilia problem

Wild disinfo like this is swamping Spanish-language residents in FL

via  &amp; me

https://t.co/HOgnTCl4KD",0,Jews,IHRA Definition,The text promotes classic antisemitic conspiracy theories about George Soros controlling a global network and references Jewish control of America. These are clear examples of myths about Jewish world conspiracy and collective Jewish power that the IHRA definition identifies as antisemitic.,anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 4799, 'completion_tokens': 74, 'total_tokens': 4873}"
5873,"""...millions of Jews in Gaza?"" ????

Dude, come on — *slight* exaggeration! ?????????

They evicted 8k Israelis frm 21 settlements inside Gaza, &amp; each family got &gt;$200k to resettle elsewhere. (Which was actually a sweet deal bc they could move somewhere they'd find more desirable.) ??",0,Jews,None,"The text discusses the 2005 Israeli disengagement from Gaza, correcting an apparent exaggeration about Jewish population numbers and providing factual information about the resettlement compensation. It contains no antisemitic tropes, conspiracy theories, or targeting of Jews as a collective.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 4806, 'completion_tokens': 78, 'total_tokens': 4884}"
5579,"We must introspect &amp; see what words hurt. We cannot be silent bystanders as Jews are scapegoated, but scream injustice when Muslims are attacked. Stand with #BLM but not  #lgbtq. Hate &amp; bigotry in all shape &amp; form must be countered by ALL of us.   #England",0,Jews,None,This text explicitly condemns antisemitism by stating 'We cannot be silent bystanders as Jews are scapegoated' and calls for standing against 'hate & bigotry in all shape & form.' The message promotes solidarity across different groups and opposes discrimination rather than perpetuating it.,anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 4802, 'completion_tokens': 83, 'total_tokens': 4885}"
4296,"Nearly two-thirds of US adults unaware 6m Jews killed in the Holocaust. The lowest-scoring states were Florida at 20%, Mississippi at 18% and Arkansas at 17%. https://t.co/zIdDzwt1qY",0,Jews,None,"This text reports factual survey data about Holocaust knowledge in the US without any antisemitic content. It presents statistical information about public awareness of Holocaust casualties in a neutral, educational manner without employing any antisemitic tropes, conspiracy theories, or negative characterizations of Jews.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 4777, 'completion_tokens': 76, 'total_tokens': 4853}"
1292,"Israel Vaccinates Over One-Tenth of Population, But Palestinians in Occupied Territories Left Out of Rollout https://t.co/RIv8axGZ0i",0,Israel,None,"This text reports factual information about vaccine distribution disparities between Israel and Palestinians in occupied territories. It does not contain antisemitic tropes, conspiracy theories, or target Jews as a collective, but rather presents a policy criticism based on observable facts about healthcare access.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 4763, 'completion_tokens': 73, 'total_tokens': 4836}"
1822,Incitement to the genocide of Jews is widespread inside mosques in the US. The Muslim community must end this hatre… https://t.co/gzI83MFeUn,0,Jews,IHRA Definition,"This text makes a sweeping generalization about mosques in the US promoting genocide against Jews and attributes collective responsibility to the entire Muslim community. It promotes stereotypical allegations about Muslims as a collective group in relation to antisemitism, which fits the IHRA definition's criteria for antisemitic content.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 4762, 'completion_tokens': 85, 'total_tokens': 4847}"
42,"You don't get to label anyone critical of Israel and the weaponisation of antisemitism as ""a crank"" and label the evidenceless claims of former Guido employees as ""something to be taken seriously"" and then be angry RLB took the only stance that wouldn't lead to mass condemnation",0,Israel,None,"This text criticizes the weaponization of antisemitism accusations and discusses political stances regarding Israel criticism, but does not contain antisemitic content itself. It appears to be defending the right to criticize Israel without being labeled antisemitic, which falls under legitimate political discourse rather than antisemitism according to both definitions.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 4788, 'completion_tokens': 86, 'total_tokens': 4874}"
2762,"Jews and Muslims. Chants in Hebrew and Arabic.

This is the protest tonight in the streets of Tel Aviv against Trump’s “peace plan.”

Trump is rejected not just in the United States, but around the world.

 https://t.co/K7wWDSp92U",0,Jews,None,"The text describes a protest in Tel Aviv with Jewish and Muslim participants chanting against Trump's peace plan. It presents factual reporting about political opposition to a specific policy without employing antisemitic tropes, stereotypes, or targeting Jews as a collective group.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 4786, 'completion_tokens': 73, 'total_tokens': 4859}"
3686,"Nazis killed 6 mil Jews. Islamic invaders including Mughals killed 100 mil Hindus. After WW2 Germany destroyed all Nazi Symbols including #hakenkreuz on every grave.
In India, genocide of Hindus is celebrated as History &amp; we are taught how great our killers were!",0,Jews,None,"The text makes historical claims about genocides against both Jews and Hindus without targeting Jews specifically or employing antisemitic tropes. While it contains controversial historical comparisons, it acknowledges the Holocaust as factual and does not demonstrate discrimination against Jews as Jews.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 4795, 'completion_tokens': 74, 'total_tokens': 4869}"
4113,RT : Jews in NYC just cut the lock  put on their park ???? https://t.co/77431im2Ge,0,Jews,None,"The text appears to be a factual report about Jews in NYC cutting a lock on a park, likely during COVID-19 restrictions. There are no antisemitic tropes, stereotypes, conspiracy theories, or negative characterizations of Jews present in this brief statement.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 4750, 'completion_tokens': 75, 'total_tokens': 4825}"
4022,"Wiping history out harms my Jewish children. For example, I taught them about Ulysses Grant expelling Jews from Kentucky, a state where in modern times their own family bred thoroughbred horses. I also taught them about his lifelong remorse for this act and his desire to repent.",0,Jews,None,"This text discusses teaching Jewish children about historical antisemitism (Grant's expulsion of Jews) and subsequent remorse, presented as educational content about family history. It contains no antisemitic tropes, conspiracy theories, or negative characterizations of Jews.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 4786, 'completion_tokens': 71, 'total_tokens': 4857}"
4308,"There's no such thing as ""the Jewish community"". There are religious Jews, non-religious Jews, Zionist Jews, anti-Zionist Jews, Tory Jews, socialist Jews.

When Ed Miliband was Labour Leader, Maureen Lipman quit the party because he wasn't pro-Israel enough. They're both Jewish. https://t.co/vhrgUXN1W9",0,Jews,None,"The text makes factual observations about diversity within Jewish communities and provides a specific historical example of political disagreement between two Jewish individuals. It does not employ antisemitic tropes, stereotypes, or conspiracy theories, but rather emphasizes Jewish political and religious diversity.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 4812, 'completion_tokens': 73, 'total_tokens': 4885}"
515,"Happy Independence Day, America! 

The state of Israel sends our heartfelt appreciation to  and the people of the U.S. as you celebrate the shared values of life, liberty and the pursuit of happiness. Thanks for being such a close friend and ally! ???????? https://t.co/CKjUQ5gZdN",0,Israel,None,"This is a celebratory message from Israel to America on Independence Day, expressing appreciation for friendship and shared democratic values. The text contains no antisemitic content, conspiracy theories, or negative stereotypes about Jews.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 4796, 'completion_tokens': 63, 'total_tokens': 4859}"
4015,"NYC DeBlasio Defends Ban on Jews, Christians, Says BLM Protests OK Because of 'Profound Meaning'! Liberals are on the offensive to change the very way we live, do business or use our freedom of speech! Free thinkers have been banned! This is our future!

https://t.co/NtOppGTb1l",0,Jews,None,"While the text contains inflammatory political rhetoric and criticism of government policies regarding religious gatherings versus protests, it does not contain antisemitic content as defined by either framework. The text criticizes a political figure's decisions but does not invoke antisemitic tropes, conspiracy theories, or target Jews as a collective group.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 4805, 'completion_tokens': 83, 'total_tokens': 4888}"
2013,"Why are we fucking talking about whether or not democrats hate Jews?

This is the problem with the media. Trump pul… https://t.co/Q0QcqsVO2p",0,Jews,None,The text expresses frustration with media coverage about Democrats and antisemitism without making any antisemitic statements itself. It criticizes media focus rather than targeting Jews as a group or invoking antisemitic tropes.,anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 4764, 'completion_tokens': 65, 'total_tokens': 4829}"
4967,"RT : HERE is a truth you won't get from MSM 

Starmer has suspended or expelled more Jews from the Labour Party than any predecessor

Left-wing Jews who support the human rights of Palestinians and deplore the words &amp; actions of the right-wing Board of Deputies, feel very unwelcome",0,Jews,None,"This text criticizes Starmer's actions regarding Jewish Labour Party members and mentions political disagreements within the Jewish community about Palestinian rights and the Board of Deputies. It does not contain antisemitic tropes, conspiracy theories, or target Jews as a collective based on their Jewish identity, but rather discusses internal political dynamics within the Labour Party and differing Jewish political perspectives.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 4788, 'completion_tokens': 94, 'total_tokens': 4882}"
266,"Iran lied to America and the west

Iran funds terror against America and Israel

Why did Obama and Biden send them $1 billion in CASH?

Did they get anything in return?

Why is John Kerry allowed to secretly negotiate in defiance of the Logan Act?

Investigate these ties to Iran!",0,Israel,None,"This text criticizes Iranian government actions and U.S. foreign policy decisions regarding Iran, but contains no references to Jews, Jewish people, Israel in an antisemitic context, or antisemitic tropes. The criticism is directed at specific government policies and officials, not at Jews as a collective or using antisemitic stereotypes.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 4787, 'completion_tokens': 88, 'total_tokens': 4875}"
6444,"A man in Canada threatened to massacre Jews he called 'zionazis' - a term widely used in the extreme left, while wo… https://t.co/lPfLWbPV7B",0,ZioNazi,IHRA Definition,"The text describes threats to massacre Jews using the term 'zionazis', which combines Nazi comparisons with targeting Jews collectively. This meets IHRA criteria for antisemitism through both calls for violence against Jews and Nazi comparisons applied to Jewish people.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 4768, 'completion_tokens': 76, 'total_tokens': 4844}"
6180,"Dr. Nina is a known ANTISEMITE. She marched for BDS and called Jewish people ""kikes"" during a… https://t.co/KSJxzYxgjI",0,Kikes,IHRA Definition,"The text contains the antisemitic slur 'kikes' which is a derogatory term targeting Jewish people as a collective. This constitutes dehumanizing and stereotypical language against Jews, clearly meeting the IHRA definition of antisemitism.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 4765, 'completion_tokens': 78, 'total_tokens': 4843}"
1914,"Muslims, Christians, Jews and Hindus want you to have a doctorate in their religion before you criticize it. They a… https://t.co/1JqenI5DJ4",0,Jews,None,"The text makes a general observation about religious groups (Muslims, Christians, Jews, and Hindus) requiring expertise before criticism, treating all religions equally without singling out Jews or invoking antisemitic tropes. This appears to be commentary on religious discourse rather than targeting Jews specifically.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 4763, 'completion_tokens': 78, 'total_tokens': 4841}"
591,"This speech, taped during Pompeo’s official State Department travel to Israel, is a violation of the Hatch Act, which prohibits executive branch appointees from engaging in political activity while serving in their official capacity. https://t.co/jtKgtlMYeE",0,Israel,None,"This text discusses a potential Hatch Act violation regarding a State Department official's speech in Israel, focusing on legal/procedural concerns about political activity during official travel. It contains no antisemitic content, conspiracy theories, or negative characterizations of Jews as a collective.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 4783, 'completion_tokens': 75, 'total_tokens': 4858}"
3169,"In 1933, German Jews were initially disarmed but limited to local areas. In 1936, the Gestapo stopped issuing gun licenses to Jews.  In 1938, Jews were banned from owning guns....we know the rest of the story. https://t.co/WPVRGGwEAs",0,Jews,None,"This text presents historical facts about Nazi Germany's gun control policies targeting Jews from 1933-1938, followed by an ominous reference to 'the rest of the story' (the Holocaust). While the text may be making an implicit political argument about gun control, it does not contain antisemitic content - it describes persecution of Jews rather than promoting it, and does not invoke antisemitic tropes or conspiracy theories.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 4795, 'completion_tokens': 108, 'total_tokens': 4903}"
6458,"Would you say somone who calls Ruth smeeth a ""zionazi"" is antisemitic?",0,ZioNazi,Jerusalem Declaration + IHRA Definition,"The term 'zionazi' combines 'Zionist' with 'Nazi' to create a derogatory portmanteau that compares Israeli/Zionist positions to Nazism. This constitutes applying classical antisemitic imagery (Nazi comparisons) to Israel/Zionism, which both definitions identify as antisemitic when targeting individuals based on their Jewish identity or support for Israel.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 4744, 'completion_tokens': 111, 'total_tokens': 4855}"
3314,"Jews will never forgive the antisemitic Democratic party for allowing a LARPing episcopal antisemite and SJP to hijack ""Jewish organisations"" for the purpose of mainstreaming Islamic/Marxist antisemitism in the USA. 

#WalkAwayFromDemocratsForever 

https://t.co/bSNfZcdQD7",0,Jews,IHRA Definition,"The text makes sweeping generalizations about Jews as a collective ('Jews will never forgive') and promotes conspiracy theories about Jewish organizations being 'hijacked' to mainstream antisemitism. It also contains coded language linking 'Islamic/Marxist antisemitism' in a way that suggests coordinated ideological control, which aligns with classical antisemitic tropes about Jewish collective behavior and hidden manipulation.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 4805, 'completion_tokens': 107, 'total_tokens': 4912}"
1034,Live update: 18 new immigrants from North America arrive in Israel amid pandemic https://t.co/H04MsPpPP6,0,Israel,None,"This text is a neutral news update about immigration to Israel from North America during the pandemic. It contains no antisemitic content, conspiracy theories, stereotypes, or hostile language toward Jews or any other group.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 4752, 'completion_tokens': 62, 'total_tokens': 4814}"
200,Israel cannot escape all of international law all of the time https://t.co/M529KntMiS,0,Israel,None,"This text presents a factual statement about international law applying to Israel, similar to criticism that could be leveled against any other country. It does not invoke antisemitic tropes, conspiracy theories, or target Jews as a collective, making it legitimate political commentary rather than antisemitic content.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 4746, 'completion_tokens': 79, 'total_tokens': 4825}"
2815,Ultra orthodox jews - heavily over represented in corona infections in New York and Tel Aviv,0,Jews,None,"This text presents a factual observation about COVID-19 infection rates in specific ultra-Orthodox Jewish communities in two cities. It does not contain antisemitic tropes, conspiracy theories, or negative generalizations about Jews as a collective, but rather appears to be a statistical or epidemiological observation about specific communities during the pandemic.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 4738, 'completion_tokens': 87, 'total_tokens': 4825}"
3130,"Blacks are mad at jews in Brooklyn,why? We have muslims in Brooklyn also to many illigals,jews do not harm anyone let it be jobs are everywhere!",0,Jews,None,"While the text contains problematic generalizations about racial and ethnic groups and uses derogatory language ('illigals'), it does not contain antisemitic content as defined by either framework. The text actually defends Jews ('jews do not harm anyone') rather than promoting antisemitic tropes or stereotypes.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 4758, 'completion_tokens': 83, 'total_tokens': 4841}"
94,"Jewish Bernie Sanders is not afraid to speak out against Israel:
https://t.co/o4BQBbFRfi
We need more Politicians who do not keep quiet about the appalling behaviour of Governments. 
#WorldNews
#America 
#LabourLeadership",0,Israel,None,"The text positively highlights Bernie Sanders, who is Jewish, for speaking out against Israeli government policies. It advocates for politicians to criticize government behavior without invoking antisemitic tropes or targeting Jews as a collective. This represents legitimate political criticism of state policies.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 4786, 'completion_tokens': 73, 'total_tokens': 4859}"
359,I’m half Palestinian but that didn’t really offend me lmao. It’s true the Uzi was made by Israel but all he was tryna say is where the gun is made. I literally do not see anything that offenses. And I’m Not saying this because I’m a fan of him.,0,Israel,None,"The text discusses the origin of the Uzi weapon being made in Israel as a factual statement without employing antisemitic tropes, conspiracy theories, or negative generalizations about Jews. The speaker, who identifies as half Palestinian, explicitly states they see nothing offensive in the factual reference to where the gun was manufactured.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 4787, 'completion_tokens': 86, 'total_tokens': 4873}"
1963,"The Bosnian Muslim scholar who saved the Sarajevo Hagaddah and helped Sarajevo's Jews during the WW2.

There's also a wonderful novel by Geraldine Brooks, ""People of the Book,"" which takes the Sarajevo Hagaddah as its main motive.  
https://t.co/ThNsLAEmbE",0,Jews,None,"This text positively discusses a Bosnian Muslim scholar who helped Jews during WWII and recommends a novel about the Sarajevo Haggadah. It contains no antisemitic content, conspiracy theories, or negative stereotypes about Jews.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 4804, 'completion_tokens': 73, 'total_tokens': 4877}"
4461,"Truth! The sermon we watched today focused on Jeremiah 29, with the Jews in exile in Babylon, no return to normal in sight, and what they should be doing in that exile. I found it super helpful with current events, I’ll send through a link when it gets uploaded!",0,Jews,None,"This text discusses a religious sermon about Jews in biblical exile in Babylon from Jeremiah 29, presented in a positive, educational context. There are no antisemitic tropes, stereotypes, or negative characterizations of Jewish people - it's simply referencing biblical history in a respectful manner.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 4783, 'completion_tokens': 82, 'total_tokens': 4865}"
891,Israel bombed a UN property in Gaza last night but  and UNSG  are probably popping champagne bottles to celebrate UAE-Israel normalization,0,Israel,None,"This text criticizes Israeli military actions and suggests hypocrisy by UN officials regarding normalization, but does not invoke antisemitic tropes, conspiracy theories, or target Jews as a collective. It represents political criticism of state actions and international relations without antisemitic content.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 4753, 'completion_tokens': 76, 'total_tokens': 4829}"
