original_index,text,biased,keyword,prediction,description,model,max_tokens,temperature,usage
1462,"Father, God of Abraham, Isaac &amp; Jacob, you Bless those who Bless Israel &amp; curse those who curse Israel.
Thy servant President Trump has Blessed Israel.
Bless President Trump with another 4 yrs in office.
Grant him a Red Sea Deliverance.
Be exalted &amp; glorified in Jesus name Amen.",0,Israel,False,"This text expresses religious support for Israel and President Trump through biblical language and prayer. It does not contain antisemitic tropes, conspiracy theories, or negative generalizations about Jews. The content reflects positive religious sentiment toward Israel and does not demonstrate discrimination, prejudice, hostility, or violence against Jews as Jews.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 2395, 'completion_tokens': 84, 'total_tokens': 2479}"
5444,"And when he was come unto us, he took Paul's girdle, and bound his own hands and feet, and said, Thus saith the Holy Ghost, So shall the Jews at Jerusalem bind the man that owneth this girdle, and shall deliver him into the hands of the Gentiles.

Acts 21:11

#LearnFromTheBible",0,Jews,False,This is a direct biblical quotation from Acts 21:11 describing a prophetic warning about Paul's arrest in Jerusalem. The text is historical/religious scripture rather than contemporary commentary targeting Jews as Jews with prejudice or hostility.,anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 2386, 'completion_tokens': 68, 'total_tokens': 2454}"
4590,not cool. many Jews reclaimed what their ancestors were forced to wear and now wear our symbol with pride. Non Jews have no business wearing it if you ask me,0,Jews,False,"This text expresses a Jewish person's opinion about who should wear Jewish symbols, specifically referencing symbols that were historically forced upon Jews. This represents an in-group perspective on cultural/religious symbol usage rather than discrimination against Jews as Jews, and does not invoke antisemitic tropes or conspiracy theories.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 2342, 'completion_tokens': 81, 'total_tokens': 2423}"
1489,"4.2 million vaccinations in the US
1 million in Israel

Australia -  zero, and it wont be here for months

#BackOfTheQueue",0,Israel,False,This text compares vaccination rollout numbers between countries without making any statements about Jews as Jews or invoking antisemitic tropes. It appears to be factual commentary on vaccine distribution disparities and does not target Jews collectively or apply classical antisemitic stereotypes.,anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 2345, 'completion_tokens': 74, 'total_tokens': 2419}"
4471,"4 March 1943 | 1,000 Jews arrived at #Auschwitz from #Drancy. SS doctors sent 881 people to gas chambers. 19 women &amp; 100 men were registered. All men were sent to Sonderkommando. Among them was David Olère. After the war he showed his traumatic experience in drawings &amp; paintings. https://t.co/8pSSn1PKMo",0,Jews,False,"This text is a factual historical account of Holocaust events at Auschwitz, documenting the arrival and murder of Jews with specific details and honoring a survivor's artistic testimony. It does not contain any antisemitic content, conspiracy theories, or negative generalizations about Jews.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 2410, 'completion_tokens': 77, 'total_tokens': 2487}"
4698,RT : What are the similarities between the Ndebele Nation and the Jews? https://t.co/tG9VQJrCT5,0,Jews,False,"This text is a retweet asking about similarities between the Ndebele Nation and Jews, with a link to additional content. The question itself does not contain antisemitic tropes, conspiracy theories, or negative generalizations about Jews. Without access to the linked content, the visible text appears to be a neutral comparative question that does not demonstrate discrimination, prejudice, hostility, or violence against Jews as Jews.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 2342, 'completion_tokens': 105, 'total_tokens': 2447}"
11,"The #Danish Bible Society has removed dozens of references to 'Israel' from translations of the Hebrew Bible and the New Testament.

No one can rewrite history and delete #Israel from history. Israel is here yo stay, whether they like it or not. https://t.co/aeUx1paEUU",0,Israel,False,"This text criticizes a Danish Bible Society's translation decisions and expresses support for Israel's continued existence. It does not contain antisemitic tropes, conspiracy theories, or target Jews as Jews. The statement appears to be defending Israel's historical legitimacy rather than promoting discrimination against Jewish people.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 2377, 'completion_tokens': 79, 'total_tokens': 2456}"
5190,RT : Come on Jews the space lasers are supposed to be for hair removal only,0,Jews,True,"This text invokes the antisemitic conspiracy theory about Jewish space lasers, which links Jews to hidden technological power and evil conspiracies. The reference to 'space lasers' controlled by Jews is a modern variant of classical antisemitic tropes about Jews possessing secret, malevolent power.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 2326, 'completion_tokens': 83, 'total_tokens': 2409}"
1476,RT : could really use an Israel Folau shit take right now to cool things down a bit,0,Israel,False,"This text appears to be a casual social media comment referencing Israel Folau (likely the rugby player known for controversial statements) and suggesting his opinion might provide distraction from current tensions. There is no targeting of Jews as Jews, no antisemitic tropes, conspiracy theories, or Holocaust denial present in the text.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 2329, 'completion_tokens': 85, 'total_tokens': 2414}"
3987,"Armenians wrote ""Death to Jews"" and drew a swastika on the monument to the victims of the Holocaust in Yerevan. According to official statistics, 213 people of Jewish origin live in Armenia.
#StopThreateningTheJews
#KIAZteam",0,Jews,False,"This text reports on an antisemitic incident (vandalism with 'Death to Jews' and swastika) rather than expressing antisemitic views itself. The text appears to condemn the incident through the hashtag #StopThreateningTheJews, making it a factual report opposing antisemitism rather than promoting it.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 2374, 'completion_tokens': 91, 'total_tokens': 2465}"
567,"Bill Maher, Pete Buttigieg, Andrew Yang all praise the Trump Administration's historic Israel-UAE deal:

""There's no question that it's good news""

""A big deal"" https://t.co/TmFWPi6N8K",0,Israel,False,"This text simply reports positive reactions from political figures to a diplomatic agreement between Israel and the UAE. It contains no discrimination, prejudice, hostility, or violence against Jews as Jews, nor does it invoke any antisemitic tropes or conspiracy theories.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 2368, 'completion_tokens': 71, 'total_tokens': 2439}"
3541,"Pnina Tamano-Shata, first Ethiopian-born woman to serve as an Israeli minister, forecasts 90,000 Jews to move to Israel over next 18 months, says bringing remaining members of Ethiopian Jewish community a priority https://t.co/rmvl2DhEW2",0,Jews,False,"This text is a factual news report about an Israeli minister's forecast regarding Jewish immigration to Israel, specifically mentioning Ethiopian Jewish community members. It contains no antisemitic tropes, conspiracy theories, or negative generalizations about Jews as Jews.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 2377, 'completion_tokens': 69, 'total_tokens': 2446}"
4531,"George Soros directs a “Deep State” global conspiracy network. A Joe Biden win would put America in control of “Jews and Blacks.” And he has a pedophilia problem

Wild disinfo like this is swamping Spanish-language residents in FL

via  &amp; me

https://t.co/HOgnTCl4KD",0,Jews,True,"The text contains classic antisemitic conspiracy theories, specifically linking George Soros (a Jewish individual) to a 'Deep State' global conspiracy network and claiming Jews would 'control' America. These are clear examples of conspiracy theories linking Jews to hidden power and control, which are core antisemitic tropes according to the Jerusalem Declaration.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 2386, 'completion_tokens': 90, 'total_tokens': 2476}"
5873,"""...millions of Jews in Gaza?"" ????

Dude, come on — *slight* exaggeration! ?????????

They evicted 8k Israelis frm 21 settlements inside Gaza, &amp; each family got &gt;$200k to resettle elsewhere. (Which was actually a sweet deal bc they could move somewhere they'd find more desirable.) ??",0,Jews,False,"This text discusses the 2005 Israeli disengagement from Gaza, correcting an apparent exaggeration about Jewish population numbers and providing factual information about the resettlement compensation. It does not contain antisemitic tropes, conspiracy theories, or discrimination against Jews as Jews, but rather appears to be factual commentary on a historical policy event.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 2393, 'completion_tokens': 92, 'total_tokens': 2485}"
5579,"We must introspect &amp; see what words hurt. We cannot be silent bystanders as Jews are scapegoated, but scream injustice when Muslims are attacked. Stand with #BLM but not  #lgbtq. Hate &amp; bigotry in all shape &amp; form must be countered by ALL of us.   #England",0,Jews,False,"This text explicitly condemns scapegoating of Jews and calls for standing against hate and bigotry in all forms. It advocates for solidarity across different groups (Jews, Muslims, BLM, LGBTQ) rather than targeting Jews with discrimination or prejudice.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 2389, 'completion_tokens': 76, 'total_tokens': 2465}"
4296,"Nearly two-thirds of US adults unaware 6m Jews killed in the Holocaust. The lowest-scoring states were Florida at 20%, Mississippi at 18% and Arkansas at 17%. https://t.co/zIdDzwt1qY",0,Jews,False,"This text reports factual survey data about Holocaust knowledge levels in the US without denying, minimizing, or distorting the Holocaust. It acknowledges the 6 million figure and presents educational statistics rather than expressing antisemitic views.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 2364, 'completion_tokens': 69, 'total_tokens': 2433}"
1292,"Israel Vaccinates Over One-Tenth of Population, But Palestinians in Occupied Territories Left Out of Rollout https://t.co/RIv8axGZ0i",0,Israel,False,"This text reports factual information about vaccine distribution disparities between Israel and Palestinians in occupied territories. It presents evidence-based criticism of Israeli policy regarding healthcare access without invoking antisemitic tropes, conspiracy theories, or targeting Jews as Jews.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 2350, 'completion_tokens': 69, 'total_tokens': 2419}"
1822,Incitement to the genocide of Jews is widespread inside mosques in the US. The Muslim community must end this hatre… https://t.co/gzI83MFeUn,0,Jews,True,"This text makes sweeping negative generalizations about Muslims and mosques in the US, claiming widespread incitement to genocide against Jews without evidence. It essentializes an entire religious community as harboring genocidal hatred toward Jews, which constitutes discrimination and prejudice against Jews by promoting harmful stereotypes about Muslims while simultaneously targeting Jews through inflammatory claims.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 2349, 'completion_tokens': 89, 'total_tokens': 2438}"
42,"You don't get to label anyone critical of Israel and the weaponisation of antisemitism as ""a crank"" and label the evidenceless claims of former Guido employees as ""something to be taken seriously"" and then be angry RLB took the only stance that wouldn't lead to mass condemnation",0,Israel,False,"This text criticizes the 'weaponisation of antisemitism' in political discourse around Israel criticism, but does not target Jews as Jews or invoke antisemitic tropes. It appears to be commentary on political strategy and media coverage rather than expressing prejudice against Jewish people.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 2375, 'completion_tokens': 77, 'total_tokens': 2452}"
2762,"Jews and Muslims. Chants in Hebrew and Arabic.

This is the protest tonight in the streets of Tel Aviv against Trump’s “peace plan.”

Trump is rejected not just in the United States, but around the world.

 https://t.co/K7wWDSp92U",0,Jews,False,"This text describes a protest in Tel Aviv against Trump's peace plan, noting participation by both Jews and Muslims. It makes a factual observation about political opposition to a specific policy without invoking antisemitic tropes, conspiracy theories, or targeting Jews as Jews.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 2373, 'completion_tokens': 73, 'total_tokens': 2446}"
3686,"Nazis killed 6 mil Jews. Islamic invaders including Mughals killed 100 mil Hindus. After WW2 Germany destroyed all Nazi Symbols including #hakenkreuz on every grave.
In India, genocide of Hindus is celebrated as History &amp; we are taught how great our killers were!",0,Jews,False,"This text discusses historical genocides and their commemoration without targeting Jews as Jews or invoking antisemitic tropes. While it makes comparative claims about historical events and their treatment, it does not demonstrate discrimination, prejudice, hostility, or violence against Jews as Jews according to the Jerusalem Declaration definition.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 2382, 'completion_tokens': 81, 'total_tokens': 2463}"
4113,RT : Jews in NYC just cut the lock  put on their park ???? https://t.co/77431im2Ge,0,Jews,False,"This text reports on Jews cutting a lock on a park without making negative generalizations about Jews as a group, invoking antisemitic tropes, or expressing hostility toward Jews as Jews. It appears to be a factual report of an action taken by specific individuals.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 2337, 'completion_tokens': 75, 'total_tokens': 2412}"
4022,"Wiping history out harms my Jewish children. For example, I taught them about Ulysses Grant expelling Jews from Kentucky, a state where in modern times their own family bred thoroughbred horses. I also taught them about his lifelong remorse for this act and his desire to repent.",0,Jews,False,"This text discusses teaching Jewish children about historical antisemitism (Grant's expulsion of Jews) and redemption, showing care for Jewish education and memory. It does not demonstrate discrimination, prejudice, hostility, or violence against Jews as Jews, but rather advocates for preserving Jewish historical memory.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 2373, 'completion_tokens': 80, 'total_tokens': 2453}"
4308,"There's no such thing as ""the Jewish community"". There are religious Jews, non-religious Jews, Zionist Jews, anti-Zionist Jews, Tory Jews, socialist Jews.

When Ed Miliband was Labour Leader, Maureen Lipman quit the party because he wasn't pro-Israel enough. They're both Jewish. https://t.co/vhrgUXN1W9",0,Jews,False,"This text argues against treating Jews as a monolithic group and provides a concrete example of political diversity among Jews (Miliband vs. Lipman on Israel). Rather than essentializing Jews or promoting antisemitic tropes, it explicitly recognizes Jewish diversity and rejects generalizations about Jewish political views.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 2399, 'completion_tokens': 84, 'total_tokens': 2483}"
515,"Happy Independence Day, America! 

The state of Israel sends our heartfelt appreciation to  and the people of the U.S. as you celebrate the shared values of life, liberty and the pursuit of happiness. Thanks for being such a close friend and ally! ???????? https://t.co/CKjUQ5gZdN",0,Israel,False,"This text is a diplomatic message from Israel celebrating American Independence Day and expressing gratitude for the US-Israel relationship. It contains no discrimination, prejudice, hostility, or violence against Jews as Jews, nor does it invoke any antisemitic tropes or conspiracy theories.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 2383, 'completion_tokens': 75, 'total_tokens': 2458}"
4015,"NYC DeBlasio Defends Ban on Jews, Christians, Says BLM Protests OK Because of 'Profound Meaning'! Liberals are on the offensive to change the very way we live, do business or use our freedom of speech! Free thinkers have been banned! This is our future!

https://t.co/NtOppGTb1l",0,Jews,False,"While the text contains inflammatory political rhetoric and makes claims about religious discrimination, it does not invoke classical antisemitic tropes, conspiracy theories, or target Jews as Jews with prejudice or hostility. The criticism appears focused on a political figure's policies rather than essentializing Jews or linking them to forces of evil.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 2392, 'completion_tokens': 84, 'total_tokens': 2476}"
2013,"Why are we fucking talking about whether or not democrats hate Jews?

This is the problem with the media. Trump pul… https://t.co/Q0QcqsVO2p",0,Jews,False,This text expresses frustration with media coverage about Democrats and Jews but does not contain antisemitic content. It criticizes media focus rather than targeting Jews as Jews or invoking antisemitic tropes.,anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 2351, 'completion_tokens': 62, 'total_tokens': 2413}"
4967,"RT : HERE is a truth you won't get from MSM 

Starmer has suspended or expelled more Jews from the Labour Party than any predecessor

Left-wing Jews who support the human rights of Palestinians and deplore the words &amp; actions of the right-wing Board of Deputies, feel very unwelcome",0,Jews,False,"This text criticizes Starmer's actions regarding Jewish Labour Party members and mentions left-wing Jews supporting Palestinian rights, but does not target Jews as Jews or invoke antisemitic tropes. It appears to be political criticism of party leadership decisions and mentions Jewish people in a factual/supportive context rather than making negative generalizations about Jews collectively.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 2375, 'completion_tokens': 91, 'total_tokens': 2466}"
266,"Iran lied to America and the west

Iran funds terror against America and Israel

Why did Obama and Biden send them $1 billion in CASH?

Did they get anything in return?

Why is John Kerry allowed to secretly negotiate in defiance of the Logan Act?

Investigate these ties to Iran!",0,Israel,False,"This text criticizes specific U.S. foreign policy decisions regarding Iran and questions the actions of particular political figures. It does not target Jews as Jews, invoke antisemitic tropes, or make generalizations about Jewish people. The criticism is directed at government policies and officials, which constitutes legitimate political discourse.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 2374, 'completion_tokens': 83, 'total_tokens': 2457}"
6444,"A man in Canada threatened to massacre Jews he called 'zionazis' - a term widely used in the extreme left, while wo… https://t.co/lPfLWbPV7B",0,ZioNazi,True,"The text describes threats to 'massacre Jews' using the derogatory term 'zionazis', which combines antisemitic targeting of Jews as Jews with Nazi imagery. This constitutes clear antisemitic content involving threats of violence against Jews and the application of antisemitic symbols.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 2355, 'completion_tokens': 80, 'total_tokens': 2435}"
6180,"Dr. Nina is a known ANTISEMITE. She marched for BDS and called Jewish people ""kikes"" during a… https://t.co/KSJxzYxgjI",0,Kikes,True,"The text contains the antisemitic slur 'kikes' which is a derogatory term targeting Jews as Jews. While BDS support alone would not be antisemitic under the Jerusalem Declaration, the use of an ethnic slur demonstrates hostility against Jews based on their Jewish identity.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 2352, 'completion_tokens': 80, 'total_tokens': 2432}"
1914,"Muslims, Christians, Jews and Hindus want you to have a doctorate in their religion before you criticize it. They a… https://t.co/1JqenI5DJ4",0,Jews,False,"This text makes a general observation about religious groups (including Jews alongside Muslims, Christians, and Hindus) regarding criticism of their religions. It does not target Jews specifically as Jews, nor does it invoke antisemitic tropes, conspiracy theories, or express hostility toward Jews. The statement treats all religious groups equally in its criticism.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 2350, 'completion_tokens': 88, 'total_tokens': 2438}"
591,"This speech, taped during Pompeo’s official State Department travel to Israel, is a violation of the Hatch Act, which prohibits executive branch appointees from engaging in political activity while serving in their official capacity. https://t.co/jtKgtlMYeE",0,Israel,False,"This text criticizes a specific political action (Pompeo's speech during official travel) as potentially violating the Hatch Act. It makes a legal/procedural criticism of government conduct without referencing Jews, invoking antisemitic tropes, or making generalizations about Jewish people.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 2370, 'completion_tokens': 80, 'total_tokens': 2450}"
3169,"In 1933, German Jews were initially disarmed but limited to local areas. In 1936, the Gestapo stopped issuing gun licenses to Jews.  In 1938, Jews were banned from owning guns....we know the rest of the story. https://t.co/WPVRGGwEAs",0,Jews,False,"This text presents historical facts about Nazi Germany's disarmament of Jews before the Holocaust. While it implies a connection to contemporary gun control debates, it does not demonstrate discrimination, prejudice, or hostility against Jews as Jews, nor does it invoke antisemitic tropes or conspiracy theories.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 2382, 'completion_tokens': 79, 'total_tokens': 2461}"
6458,"Would you say somone who calls Ruth smeeth a ""zionazi"" is antisemitic?",0,ZioNazi,True,"The term 'zionazi' combines 'Zionist' with 'Nazi' in a way that applies classical antisemitic imagery to Israel/Zionism, which the Jerusalem Declaration identifies as antisemitic. This portmanteau creates an inflammatory comparison that goes beyond evidence-based criticism and invokes Nazi imagery in relation to Jewish political identity.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 2331, 'completion_tokens': 94, 'total_tokens': 2425}"
3314,"Jews will never forgive the antisemitic Democratic party for allowing a LARPing episcopal antisemite and SJP to hijack ""Jewish organisations"" for the purpose of mainstreaming Islamic/Marxist antisemitism in the USA. 

#WalkAwayFromDemocratsForever 

https://t.co/bSNfZcdQD7",0,Jews,True,"The text makes sweeping negative generalizations about Jews as a collective ('Jews will never forgive') and promotes conspiracy theories linking Jews to 'Islamic/Marxist antisemitism' and political manipulation. It essentializes Jews and assumes they act as a monolithic group with uniform political views, which constitutes discrimination against Jews as Jews.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 2392, 'completion_tokens': 90, 'total_tokens': 2482}"
1034,Live update: 18 new immigrants from North America arrive in Israel amid pandemic https://t.co/H04MsPpPP6,0,Israel,False,"This text is a neutral news report about immigration to Israel from North America during the pandemic. It contains no antisemitic tropes, conspiracy theories, or negative generalizations about Jews, and simply reports factual information about people moving to Israel.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 2339, 'completion_tokens': 69, 'total_tokens': 2408}"
200,Israel cannot escape all of international law all of the time https://t.co/M529KntMiS,0,Israel,False,"This text criticizes Israel's compliance with international law, which constitutes evidence-based criticism of state policy. It does not invoke antisemitic tropes, make generalizations about Jews, or apply different standards than would be used for other states.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 2333, 'completion_tokens': 70, 'total_tokens': 2403}"
2815,Ultra orthodox jews - heavily over represented in corona infections in New York and Tel Aviv,0,Jews,False,"This text presents a factual observation about infection rates in specific geographic locations without invoking antisemitic tropes, conspiracy theories, or making essentializing generalizations about Jews as a people. It refers to a specific religious subgroup's statistical representation in health data, which is legitimate epidemiological discourse.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 2325, 'completion_tokens': 82, 'total_tokens': 2407}"
3130,"Blacks are mad at jews in Brooklyn,why? We have muslims in Brooklyn also to many illigals,jews do not harm anyone let it be jobs are everywhere!",0,Jews,False,"While the text contains problematic generalizations about racial and ethnic groups and uses derogatory language ('illigals'), it does not target Jews as Jews with discrimination, prejudice, or hostility. Instead, it appears to defend Jews ('jews do not harm anyone') against perceived criticism from other groups.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 2345, 'completion_tokens': 82, 'total_tokens': 2427}"
94,"Jewish Bernie Sanders is not afraid to speak out against Israel:
https://t.co/o4BQBbFRfi
We need more Politicians who do not keep quiet about the appalling behaviour of Governments. 
#WorldNews
#America 
#LabourLeadership",0,Israel,False,"This text praises Bernie Sanders for criticizing Israeli government policies and calls for more politicians to speak out against government behavior. It does not target Jews as Jews, use antisemitic tropes, or make generalizations about Jewish people - it's legitimate political criticism of a government's actions.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 2373, 'completion_tokens': 78, 'total_tokens': 2451}"
359,I’m half Palestinian but that didn’t really offend me lmao. It’s true the Uzi was made by Israel but all he was tryna say is where the gun is made. I literally do not see anything that offenses. And I’m Not saying this because I’m a fan of him.,0,Israel,False,"This text discusses the origin of the Uzi weapon and expresses a personal opinion about not being offended by a statement. It contains no antisemitic tropes, conspiracy theories, or discrimination against Jews as Jews, and appears to be defending factual information about where a weapon was manufactured.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 2374, 'completion_tokens': 80, 'total_tokens': 2454}"
1963,"The Bosnian Muslim scholar who saved the Sarajevo Hagaddah and helped Sarajevo's Jews during the WW2.

There's also a wonderful novel by Geraldine Brooks, ""People of the Book,"" which takes the Sarajevo Hagaddah as its main motive.  
https://t.co/ThNsLAEmbE",0,Jews,False,"This text positively describes a Bosnian Muslim scholar who helped Jews during WWII and recommends a novel about the Sarajevo Haggadah. It contains no discrimination, prejudice, hostility, or violence against Jews as Jews, and instead celebrates interfaith cooperation and Jewish cultural preservation.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 2391, 'completion_tokens': 84, 'total_tokens': 2475}"
4461,"Truth! The sermon we watched today focused on Jeremiah 29, with the Jews in exile in Babylon, no return to normal in sight, and what they should be doing in that exile. I found it super helpful with current events, I’ll send through a link when it gets uploaded!",0,Jews,False,"This text discusses a religious sermon about Jews in historical exile in Babylon from the biblical book of Jeremiah. It contains no discrimination, prejudice, hostility, or violence against Jews as Jews, nor does it invoke antisemitic tropes or conspiracy theories.",anthropic/claude-sonnet-4,800,0.1,"{'prompt_tokens': 2370, 'completion_tokens': 74, 'total_tokens': 2444}"
